,Store,Date,Weekly_Sales
64,1,2013-04-26,65236.87
65,1,2013-05-03,49018.13
66,1,2013-05-10,109341.41
67,1,2013-05-17,30160.154
68,1,2013-05-24,33065.81
69,1,2013-05-31,11374.033
70,1,2013-06-07,10.640872
71,1,2013-06-14,21880.75
72,1,2013-06-21,45034.535
73,1,2013-06-28,9617.173
74,1,2013-07-05,39089.438
75,1,2013-07-12,31170.887
76,1,2013-07-19,4010.214
77,1,2013-07-26,26251.516
78,1,2012-11-02,36419.977
79,1,2012-11-09,30572.545
80,1,2012-11-16,29695.352
81,1,2012-11-23,26381.65
82,1,2012-11-30,9640.205
83,1,2012-12-07,38771.293
84,1,2012-12-14,17575.025
85,1,2012-12-21,5763.46
86,1,2012-12-28,9194.869
87,1,2013-01-04,13622.912
88,1,2013-01-11,1605.4569
89,1,2013-01-18,3300.3162
90,1,2013-01-25,7561.008
91,1,2013-02-01,8215.8545
92,1,2013-02-08,23359.273
93,1,2013-02-15,6949.554
94,1,2013-02-22,10701.132
95,1,2013-03-01,8121.4185
96,1,2013-03-08,1658.9641
97,1,2013-03-15,855.1411
98,1,2013-03-22,4861.3394
99,1,2013-03-29,2922.1462
100,1,2013-04-05,2247.948
101,1,2013-04-12,6615.781
102,1,2013-04-19,6346.973
103,1,2013-04-26,10797.863
104,1,2013-05-03,2357.7065
105,1,2013-05-10,1654.7648
106,1,2013-05-17,2778.9937
107,1,2013-05-24,83791.81
108,1,2013-05-31,58801.426
109,1,2013-06-07,1503.1846
110,1,2013-06-14,7533.624
111,1,2013-06-21,5164.223
112,1,2013-06-28,18247.709
113,1,2013-07-05,1187.4263
114,1,2013-07-12,10264.839
115,1,2013-07-19,2892.806
116,1,2013-07-26,17324.793
117,1,2012-11-02,833.19934
118,1,2012-11-09,3020.947
119,1,2012-11-16,1724.0265
120,1,2012-11-23,1104.1445
121,1,2012-11-30,5836.4956
122,1,2012-12-07,2233.4014
123,1,2012-12-14,42471.594
124,1,2012-12-21,10142.693
125,1,2012-12-28,36080.652
126,1,2013-01-04,17230.85
127,1,2013-01-11,29113.336
128,1,2013-01-18,23049.672
129,1,2013-01-25,4471.179
130,1,2013-02-01,4076.8335
131,1,2013-02-08,40984.227
132,1,2013-02-15,83443.73
133,1,2013-02-22,62898.44
134,1,2013-03-01,143715.64
135,1,2013-03-08,70739.99
136,1,2013-03-15,59732.727
137,1,2013-03-22,113346.99
138,1,2013-03-29,31015.709
139,1,2013-04-05,34711.43
140,1,2013-04-12,12023.139
141,1,2013-04-19,30.39767
142,1,2013-04-26,19062.809
143,1,2013-05-03,42370.695
144,1,2013-05-10,9213.076
145,1,2013-05-17,36125.727
146,1,2013-05-24,31006.748
147,1,2013-05-31,3769.9587
148,1,2013-06-07,26558.945
149,1,2013-06-14,34994.758
150,1,2013-06-21,28014.918
151,1,2013-06-28,27731.309
152,1,2013-07-05,22945.117
153,1,2013-07-12,9495.866
154,1,2013-07-19,36444.227
155,1,2013-07-26,17237.26
156,1,2012-11-02,5424.527
157,1,2012-11-09,8855.723
158,1,2012-11-16,14095.494
159,1,2012-11-23,1616.3558
160,1,2012-11-30,3393.3726
161,1,2012-12-07,7388.293
162,1,2012-12-14,7555.471
163,1,2012-12-21,21879.227
164,1,2012-12-28,6614.8027
165,1,2013-01-04,9835.05
166,1,2013-01-11,7740.9556
167,1,2013-01-18,1588.1886
168,1,2013-01-25,818.638
169,1,2013-02-01,4740.2856
170,1,2013-02-08,2692.2046
171,1,2013-02-15,2105.84
172,1,2013-02-22,6344.909
173,1,2013-03-01,6062.4565
174,1,2013-03-08,10587.672
175,1,2013-03-15,2241.3594
176,1,2013-03-22,1388.4495
177,1,2013-03-29,2744.0168
178,1,2013-04-05,77002.05
179,1,2013-04-12,55832.43
180,1,2013-04-19,1448.9681
181,1,2013-04-26,7392.7056
182,1,2013-05-03,5155.069
183,1,2013-05-10,17361.943
184,1,2013-05-17,1218.3357
185,1,2013-05-24,9937.963
186,1,2013-05-31,2882.1262
187,1,2013-06-07,67.25218
188,1,2013-06-14,18090.783
189,1,2013-06-21,743.19403
190,1,2013-06-28,3130.0234
191,1,2013-07-05,1777.0077
192,1,2013-07-12,1122.4456
193,1,2013-07-19,6355.333
194,1,2013-07-26,2296.7136
195,1,2012-11-02,43009.066
196,1,2012-11-09,9859.121
197,1,2012-11-16,30389.465
198,1,2012-11-23,17002.926
199,1,2012-11-30,29534.334
200,1,2012-12-07,22553.443
201,1,2012-12-14,4379.471
202,1,2012-12-21,4033.2285
203,1,2012-12-28,39148.832
204,1,2013-01-04,82629.016
205,1,2013-01-11,62653.28
206,1,2013-01-18,145404.19
207,1,2013-01-25,70364.27
208,1,2013-02-01,56644.438
209,1,2013-02-08,111691.16
210,1,2013-02-15,30180.238
211,1,2013-02-22,34835.062
212,1,2013-03-01,13411.297
213,1,2013-03-08,21762.373
214,1,2013-03-15,44148.223
215,1,2013-03-22,10970.756
216,1,2013-03-29,38128.05
217,1,2013-04-05,78449.016
218,1,2013-04-12,20684.893
219,1,2013-04-19,73330.914
220,1,2013-04-26,36882.45
221,1,2013-05-03,36270.855
222,1,2013-05-10,32167.23
223,1,2013-05-17,30723.953
224,1,2013-05-24,8614.001
225,1,2013-05-31,37294.875
226,1,2013-06-07,38902.93
227,1,2013-06-14,6558.143
228,1,2013-06-21,13978.206
229,1,2013-06-28,36161.402
230,1,2013-07-05,1799.8776
231,1,2013-07-12,5272.602
232,1,2013-07-19,9154.188
233,1,2013-07-26,16360.235
234,1,2012-11-02,31908.402
235,1,2012-11-09,12110.778
236,1,2012-11-16,11983.642
237,1,2012-11-23,9843.365
238,1,2012-11-30,2535.931
239,1,2012-12-07,701.25793
240,1,2012-12-14,7263.943
241,1,2012-12-21,2719.1738
242,1,2012-12-28,2564.0137
243,1,2013-01-04,9679.98
244,1,2013-01-11,9850.878
245,1,2013-01-18,12923.893
246,1,2013-01-25,2887.7449
247,1,2013-02-01,2077.1604
248,1,2013-02-08,2859.4563
249,1,2013-02-15,57048.438
250,1,2013-02-22,52618.598
251,1,2013-03-01,2249.7107
252,1,2013-03-08,6770.5103
253,1,2013-03-15,6661.231
254,1,2013-03-22,21261.389
255,1,2013-03-29,1854.56
256,1,2013-04-05,7913.81
257,1,2013-04-12,3943.295
258,1,2013-04-19,113.65697
259,1,2013-04-26,33702.883
260,1,2013-05-03,1589.0443
261,1,2013-05-10,2792.773
262,1,2013-05-17,2274.1877
263,1,2013-05-24,1273.8912
264,1,2013-05-31,6412.84
265,1,2013-06-07,4967.9717
266,1,2013-06-14,199617.36
267,1,2013-06-21,17323.752
268,1,2013-06-28,31504.482
269,1,2013-07-05,18514.854
270,1,2013-07-12,30607.496
271,1,2013-07-19,26603.207
272,1,2013-07-26,3982.4048
273,1,2012-11-02,3834.0176
274,1,2012-11-09,44675.84
275,1,2012-11-16,89235.88
276,1,2012-11-23,61798.383
277,1,2012-11-30,157476.69
278,1,2012-12-07,82567.26
279,1,2012-12-14,64664.46
280,1,2012-12-21,111450.05
281,1,2012-12-28,38855.652
282,1,2013-01-04,30025.064
283,1,2013-01-11,15690.604
284,1,2013-01-18,7.4133997
285,1,2013-01-25,26858.88
286,1,2013-02-01,45047.98
287,1,2013-02-08,11267.379
288,1,2013-02-15,34315.36
289,1,2013-02-22,42849.35
290,1,2013-03-01,14316.703
291,1,2013-03-08,51601.53
292,1,2013-03-15,37493.016
293,1,2013-03-22,30417.328
294,1,2013-03-29,29237.602
295,1,2013-04-05,28423.584
296,1,2013-04-12,8846.833
297,1,2013-04-19,37059.66
298,1,2013-04-26,32040.625
299,1,2013-05-03,5437.2236
300,1,2013-05-10,11218.578
301,1,2013-05-17,37737.316
302,1,2013-05-24,2217.4883
303,1,2013-05-31,4232.4067
304,1,2013-06-07,9177.924
305,1,2013-06-14,12785.574
306,1,2013-06-21,29990.266
307,1,2013-06-28,9970.936
308,1,2013-07-05,12067.702
309,1,2013-07-12,9504.483
310,1,2013-07-19,2629.1067
311,1,2013-07-26,927.65906
312,1,2012-11-02,6935.668
313,1,2012-11-09,2874.0222
314,1,2012-11-16,2880.4658
315,1,2012-11-23,10690.1455
316,1,2012-11-30,9207.041
317,1,2012-12-07,13109.051
318,1,2012-12-14,2957.1465
319,1,2012-12-21,2110.4807
320,1,2012-12-28,2954.9314
321,1,2013-01-04,81372.555
322,1,2013-01-11,59578.316
323,1,2013-01-18,2695.0532
324,1,2013-01-25,6739.5127
325,1,2013-02-01,6622.713
326,1,2013-02-08,27.059225
327,1,2013-02-15,22096.35
328,1,2013-02-22,1461.5667
329,1,2013-03-01,10518.795
330,1,2013-03-08,3696.6125
331,1,2013-03-15,88.10298
332,1,2013-03-22,35904.766
333,1,2013-03-29,1547.0581
334,1,2013-04-05,2835.947
335,1,2013-04-12,4015.3665
336,1,2013-04-19,1100.1862
337,1,2013-04-26,7163.7764
338,1,2013-05-03,2657.8442
339,1,2013-05-10,80601.74
340,1,2013-05-17,12309.28
341,1,2013-05-24,30534.957
342,1,2013-05-31,17881.713
343,1,2013-06-07,29943.023
344,1,2013-06-14,27463.531
345,1,2013-06-21,4300.2466
346,1,2013-06-28,4700.9355
347,1,2013-07-05,43264.457
348,1,2013-07-12,83447.06
349,1,2013-07-19,60057.516
350,1,2013-07-26,136120.8
351,1,2012-11-02,71074.12
352,1,2012-11-09,56955.914
353,1,2012-11-16,103704.92
354,1,2012-11-23,32253.705
355,1,2012-11-30,33433.07
356,1,2012-12-07,12143.615
357,1,2012-12-14,8.0352745
358,1,2012-12-21,31706.646
359,1,2012-12-28,46099.137
360,1,2013-01-04,13049.834
361,1,2013-01-11,33221.453
362,1,2013-01-18,39822.734
363,1,2013-01-25,6802.1885
364,1,2013-02-01,49960.258
365,1,2013-02-08,38374.73
366,1,2013-02-15,26040.436
367,1,2013-02-22,29009.926
368,1,2013-03-01,34106.156
369,1,2013-03-08,8890.675
370,1,2013-03-15,38470.664
371,1,2013-03-22,23820.809
372,1,2013-03-29,5437.426
373,1,2013-04-05,11513.454
374,1,2013-04-12,45593.83
375,1,2013-04-19,1881.0758
376,1,2013-04-26,3278.0508
377,1,2013-05-03,8890.666
378,1,2013-05-10,10235.461
379,1,2013-05-17,30870.105
380,1,2013-05-24,10499.3
381,1,2013-05-31,11477.132
382,1,2013-06-07,8772.814
383,1,2013-06-14,2969.6506
384,1,2013-06-21,963.5081
385,1,2013-06-28,6522.672
386,1,2013-07-05,2992.0046
387,1,2013-07-12,3391.1235
388,1,2013-07-19,9611.8545
389,1,2013-07-26,8853.155
390,1,2012-11-02,13189.929
391,1,2012-11-09,3096.0376
392,1,2012-11-16,2222.1614
393,1,2012-11-23,2864.5647
394,1,2012-11-30,82434.6
395,1,2012-12-07,60436.5
396,1,2012-12-14,1785.5104
397,1,2012-12-21,6494.004
398,1,2012-12-28,6813.669
399,1,2013-01-04,16.208164
400,1,2013-01-11,22102.82
401,1,2013-01-18,1563.6035
402,1,2013-01-25,10393.846
403,1,2013-02-01,3862.3455
404,1,2013-02-08,79.29768
405,1,2013-02-15,23479.348
406,1,2013-02-22,2237.8752
407,1,2013-03-01,3857.8936
408,1,2013-03-08,4444.1313
409,1,2013-03-15,1528.262
410,1,2013-03-22,8290.874
411,1,2013-03-29,2269.5068
412,1,2013-04-05,55436.727
413,1,2013-04-12,9904.531
414,1,2013-04-19,35388.508
415,1,2013-04-26,17069.688
416,1,2013-05-03,30977.959
417,1,2013-05-10,30106.184
418,1,2013-05-17,5255.2295
419,1,2013-05-24,5919.8506
420,1,2013-05-31,45351.06
421,1,2013-06-07,84662.945
422,1,2013-06-14,62614.51
423,1,2013-06-21,146132.77
424,1,2013-06-28,61783.887
425,1,2013-07-05,57544.266
426,1,2013-07-12,108402.07
427,1,2013-07-19,29877.33
428,1,2013-07-26,34065.164
429,1,2012-11-02,12126.821
430,1,2012-11-09,4.62915
431,1,2012-11-16,43463.42
432,1,2012-11-23,47646.5
433,1,2012-11-30,12922.303
434,1,2012-12-07,35187.895
435,1,2012-12-14,50271.977
436,1,2012-12-21,9438.952
437,1,2012-12-28,74727.99
438,1,2013-01-04,37101.0
439,1,2013-01-11,28129.451
440,1,2013-01-18,27467.54
441,1,2013-01-25,29096.654
442,1,2013-02-01,7709.89
443,1,2013-02-08,35402.08
444,1,2013-02-15,29499.877
445,1,2013-02-22,3348.7917
446,1,2013-03-01,12284.687
447,1,2013-03-08,35498.875
448,1,2013-03-15,1851.3519
449,1,2013-03-22,3233.7195
450,1,2013-03-29,8940.182
451,1,2013-04-05,12251.001
452,1,2013-04-12,37224.41
453,1,2013-04-19,11545.321
454,1,2013-04-26,12388.072
455,1,2013-05-03,9865.0
456,1,2013-05-10,3362.4797
457,1,2013-05-17,951.9277
458,1,2013-05-24,8341.232
459,1,2013-05-31,2556.4954
460,1,2013-06-07,4492.0664
461,1,2013-06-14,19852.268
462,1,2013-06-21,12051.748
463,1,2013-06-28,13881.3955
464,1,2013-07-05,3167.227
465,1,2013-07-12,2513.657
466,1,2013-07-19,2795.349
467,1,2013-07-26,75777.8
468,1,2012-11-02,58349.44
469,1,2012-11-09,2255.4736
470,1,2012-11-16,6517.6465
471,1,2012-11-23,7097.8506
472,1,2012-11-30,30079.35
473,1,2012-12-07,1924.4277
474,1,2012-12-14,9625.726
475,1,2012-12-21,3375.8694
476,1,2012-12-28,162.00331
477,1,2013-01-04,25364.004
478,1,2013-01-11,1608.0236
479,1,2013-01-18,2928.9382
480,1,2013-01-25,7998.1616
481,1,2013-02-01,1463.9292
482,1,2013-02-08,10057.738
483,1,2013-02-15,2759.2134
484,1,2013-02-22,66407.51
485,1,2013-03-01,10805.219
486,1,2013-03-08,31109.293
487,1,2013-03-15,17204.232
488,1,2013-03-22,31176.625
489,1,2013-03-29,39114.574
490,1,2013-04-05,5184.4346
491,1,2013-04-12,7370.9424
492,1,2013-04-19,44848.945
493,1,2013-04-26,87696.28
494,1,2013-05-03,66103.96
495,1,2013-05-10,147084.36
496,1,2013-05-17,73477.36
497,1,2013-05-24,65528.316
498,1,2013-05-31,114432.26
499,1,2013-06-07,32882.344
500,1,2013-06-14,36355.74
501,1,2013-06-21,15777.699
502,1,2013-06-28,7.23343
503,1,2013-07-05,57192.523
504,1,2013-07-12,62358.62
505,1,2013-07-19,15380.425
506,1,2013-07-26,44308.594
507,1,2012-11-02,79242.76
508,1,2012-11-09,21361.713
509,1,2012-11-16,138442.25
510,1,2012-11-23,46214.465
511,1,2012-11-30,44243.734
512,1,2012-12-07,38555.84
513,1,2012-12-14,33526.688
514,1,2012-12-21,7791.771
515,1,2012-12-28,37197.12
516,1,2013-01-04,47479.98
517,1,2013-01-11,5933.746
518,1,2013-01-18,17869.47
519,1,2013-01-25,26166.705
520,1,2013-02-01,1877.5441
521,1,2013-02-08,3949.205
522,1,2013-02-15,12160.188
523,1,2013-02-22,18140.334
524,1,2013-03-01,56181.54
525,1,2013-03-08,15402.076
526,1,2013-03-15,17017.77
527,1,2013-03-22,13551.846
528,1,2013-03-29,5062.276
529,1,2013-04-05,1078.5609
530,1,2013-04-12,14189.439
531,1,2013-04-19,2985.9426
532,1,2013-04-26,5812.3345
533,1,2013-05-03,41357.668
534,1,2013-05-10,15455.551
535,1,2013-05-17,18530.824
536,1,2013-05-24,4221.734
537,1,2013-05-31,3432.844
538,1,2013-06-07,2715.4539
539,1,2013-06-14,74894.73
540,1,2013-06-21,62574.934
541,1,2013-06-28,3272.0366
542,1,2013-07-05,6000.1997
543,1,2013-07-12,7131.7065
544,1,2013-07-19,43863.805
545,1,2013-07-26,116.68203
546,1,2012-11-02,3498.6309
547,1,2012-11-09,9244.993
548,1,2012-11-16,3939.0427
549,1,2012-11-23,251.04816
550,1,2012-11-30,45830.55
551,1,2012-12-07,650.3681
552,1,2012-12-14,4496.0103
553,1,2012-12-21,11778.421
554,1,2012-12-28,1394.1969
555,1,2013-01-04,13669.337
556,1,2013-01-11,3610.186
557,1,2013-01-18,105905.055
558,1,2013-01-25,12731.51
559,1,2013-02-01,37131.16
560,1,2013-02-08,20448.379
561,1,2013-02-15,31743.105
562,1,2013-02-22,59000.785
563,1,2013-03-01,5525.593
564,1,2013-03-08,8805.491
565,1,2013-03-15,52215.93
566,1,2013-03-22,100058.97
567,1,2013-03-29,67221.78
568,1,2013-04-05,172100.97
569,1,2013-04-12,80384.5
570,1,2013-04-19,66626.875
571,1,2013-04-26,124585.875
572,1,2013-05-03,40592.934
573,1,2013-05-10,38713.875
574,1,2013-05-17,16030.6875
575,1,2013-05-24,6.9248753
576,1,2013-05-31,23228.379
577,1,2013-06-07,41794.38
578,1,2013-06-14,11510.61
579,1,2013-06-21,33031.832
580,1,2013-06-28,32220.5
581,1,2013-07-05,8621.472
582,1,2013-07-12,36741.316
583,1,2013-07-19,32255.396
584,1,2013-07-26,27715.523
585,1,2012-11-02,26572.322
586,1,2012-11-09,25814.184
587,1,2012-11-16,7537.5483
588,1,2012-11-23,34077.84
589,1,2012-11-30,20615.234
590,1,2012-12-07,5749.6616
591,1,2012-12-14,10909.86
592,1,2012-12-21,21425.291
593,1,2012-12-28,1359.4495
594,1,2013-01-04,3497.166
595,1,2013-01-11,6855.0366
596,1,2013-01-18,9581.694
597,1,2013-01-25,27012.166
598,1,2013-02-01,5452.165
599,1,2013-02-08,8844.335
600,1,2013-02-15,5396.143
601,1,2013-02-22,2279.1565
602,1,2013-03-01,684.54803
603,1,2013-03-08,5806.5884
604,1,2013-03-15,2652.211
605,1,2013-03-22,2531.127
606,1,2013-03-29,14380.433
607,1,2013-04-05,5909.9155
608,1,2013-04-12,11207.542
609,1,2013-04-19,2547.8599
610,1,2013-04-26,1945.6411
611,1,2013-05-03,2864.2056
612,1,2013-05-10,79279.72
613,1,2013-05-17,58640.7
614,1,2013-05-24,1777.6759
615,1,2013-05-31,6556.4795
616,1,2013-06-07,5019.76
617,1,2013-06-14,24755.969
618,1,2013-06-21,1160.6887
619,1,2013-06-28,8947.526
620,1,2013-07-05,2534.649
621,1,2013-07-12,63.470688
622,1,2013-07-19,24596.879
623,1,2013-07-26,337.02896
624,1,2012-11-02,2942.645
625,1,2012-11-09,6742.1875
626,1,2012-11-16,589.7331
627,1,2012-11-23,7216.5693
628,1,2012-11-30,2557.527
629,1,2012-12-07,57253.047
630,1,2012-12-14,12642.658
631,1,2012-12-21,26440.691
632,1,2012-12-28,15444.293
633,1,2013-01-04,24691.127
634,1,2013-01-11,26584.895
635,1,2013-01-18,4912.78
636,1,2013-01-25,4187.226
637,1,2013-02-01,40435.52
638,1,2013-02-08,78363.02
639,1,2013-02-15,48481.887
640,1,2013-02-22,104830.66
641,1,2013-03-01,61412.26
642,1,2013-03-08,54248.812
643,1,2013-03-15,95631.35
644,1,2013-03-22,31268.607
645,1,2013-03-29,31198.367
646,1,2013-04-05,10013.909
647,1,2013-04-12,7.1796904
648,1,2013-04-19,23985.102
649,1,2013-04-26,48421.402
650,1,2013-05-03,11507.252
651,1,2013-05-10,36885.93
652,1,2013-05-17,28362.033
653,1,2013-05-24,4287.8105
654,1,2013-06-07,18214.863
655,1,2013-07-05,38137.836
656,1,2012-11-02,19358.016
657,1,2012-11-09,28592.176
658,1,2012-11-16,23426.65
659,1,2012-11-23,8959.226
660,1,2012-11-30,37402.195
661,1,2012-12-07,15611.982
662,1,2012-12-14,11249.598
663,1,2012-12-21,9657.4795
664,1,2012-12-28,5492.8755
665,1,2013-01-04,1349.2764
666,1,2013-01-11,3554.3794
667,1,2013-01-18,7195.9014
668,1,2013-01-25,10806.785
669,1,2013-02-01,22965.479
670,1,2013-02-08,6821.355
671,1,2013-02-15,10326.891
672,1,2013-02-22,7595.1235
673,1,2013-03-01,1919.7748
674,1,2013-03-08,765.6152
675,1,2013-03-15,5831.8936
676,1,2013-03-22,4262.929
677,1,2013-03-29,2954.7537
678,1,2013-04-05,9071.358
679,1,2013-04-12,5940.82
680,1,2013-04-19,12187.067
681,1,2013-04-26,2436.2717
682,1,2013-05-03,969.12714
683,1,2013-05-10,2947.9246
684,1,2013-05-17,89317.02
685,1,2013-05-24,67590.516
686,1,2013-05-31,912.5272
687,1,2013-06-07,7491.205
688,1,2013-06-14,4670.328
689,1,2013-06-21,18054.31
690,1,2013-06-28,382.64514
691,1,2013-07-05,10636.842
692,1,2013-07-12,2290.3152
693,1,2013-07-19,44.375156
694,1,2013-07-26,14081.748
695,1,2012-11-02,1922.287
696,1,2012-11-09,3033.799
697,1,2012-11-16,420.94647
698,1,2012-11-23,1166.1663
699,1,2012-11-30,6977.723
700,1,2012-12-07,3233.7039
701,1,2012-12-14,67932.95
702,1,2012-12-21,12051.519
703,1,2012-12-28,41510.633
704,1,2013-01-04,17188.668
705,1,2013-01-11,28656.494
706,1,2013-01-18,20961.191
707,1,2013-01-25,6505.2812
708,1,2013-02-01,3025.302
709,1,2013-02-08,57991.23
710,1,2013-02-15,88057.99
711,1,2013-02-22,71486.13
712,1,2013-03-01,140931.48
713,1,2013-03-08,70743.09
714,1,2013-03-15,61710.98
715,1,2013-03-22,116210.266
716,1,2013-03-29,30121.979
717,1,2013-04-05,34026.46
718,1,2013-04-12,12124.751
719,1,2013-04-19,36889.625
720,1,2013-04-26,48755.223
721,1,2013-05-03,12327.914
722,1,2013-05-10,37522.598
723,1,2013-05-17,29724.734
724,1,2013-05-24,4772.6533
725,1,2013-05-31,20411.223
726,1,2013-06-07,37965.277
727,1,2013-06-14,20855.785
728,1,2013-06-21,30219.955
729,1,2013-06-28,22774.434
730,1,2013-07-05,9827.239
731,1,2013-07-12,37051.355
732,1,2013-07-19,16048.371
733,1,2013-07-26,12696.054
734,1,2012-11-02,10174.59
735,1,2012-11-09,2429.691
736,1,2012-11-16,1421.8192
737,1,2012-11-23,3917.814
738,1,2012-11-30,7403.608
739,1,2012-12-07,10640.19
740,1,2012-12-14,23690.58
741,1,2012-12-21,6955.9272
742,1,2012-12-28,10948.909
743,1,2013-01-04,8290.075
744,1,2013-01-11,2044.207
745,1,2013-01-18,826.6811
746,1,2013-01-25,6635.359
747,1,2013-02-01,4850.1216
748,1,2013-02-08,2880.2817
749,1,2013-02-15,12801.009
750,1,2013-02-22,5998.1167
751,1,2013-03-01,12635.835
752,1,2013-03-08,2570.2944
753,1,2013-03-15,367.2879
754,1,2013-03-22,3302.3445
755,1,2013-03-29,89386.9
756,1,2013-04-05,63549.27
757,1,2013-04-12,1105.5457
758,1,2013-04-19,8277.497
759,1,2013-04-26,5049.7944
760,1,2013-05-03,19147.555
761,1,2013-05-10,597.0175
762,1,2013-05-17,12463.777
763,1,2013-05-24,2155.5496
764,1,2013-05-31,15478.062
765,1,2013-06-07,3302.4893
766,1,2013-06-14,2590.2192
767,1,2013-06-21,501.55957
768,1,2013-06-28,1126.449
769,1,2013-07-05,11339.416
770,1,2013-07-12,4236.7656
771,1,2013-07-19,77643.52
772,1,2013-07-26,12551.756
773,1,2012-11-02,39196.465
774,1,2012-11-09,17080.209
775,1,2012-11-16,28764.375
776,1,2012-11-23,21438.637
777,1,2012-11-30,7253.648
778,1,2012-12-07,3391.8127
779,1,2012-12-14,50614.547
780,1,2012-12-21,85720.43
781,1,2012-12-28,69401.18
782,1,2013-01-04,134358.5
783,1,2013-01-11,65125.35
784,1,2013-01-18,60275.445
785,1,2013-01-25,114094.88
786,1,2013-02-01,29587.787
787,1,2013-02-08,34884.2
788,1,2013-02-15,12297.183
789,1,2013-02-22,20364.945
790,1,2013-03-01,47553.484
791,1,2013-03-08,11345.301
792,1,2013-03-15,35889.77
793,1,2013-03-22,26254.12
794,1,2013-03-29,4399.028
795,1,2013-04-05,20417.727
796,1,2013-04-12,37156.49
797,1,2013-04-19,23765.44
798,1,2013-04-26,30508.234
799,1,2013-05-03,23777.842
800,1,2013-05-10,10646.068
801,1,2013-05-17,38795.04
802,1,2013-05-24,15562.642
803,1,2013-05-31,18718.309
804,1,2013-06-07,9947.161
805,1,2013-06-14,447.85052
806,1,2013-06-21,1656.8323
807,1,2013-06-28,4149.504
808,1,2013-07-05,7291.6606
809,1,2013-07-12,9644.721
810,1,2013-07-19,21302.855
811,1,2013-07-26,5900.819
812,1,2012-11-02,10097.993
813,1,2012-11-09,7389.223
814,1,2012-11-16,1733.6724
815,1,2012-11-23,738.9334
816,1,2012-11-30,4889.9414
817,1,2012-12-07,4065.5557
818,1,2012-12-14,2673.251
819,1,2012-12-21,8949.601
820,1,2012-12-28,5644.471
821,1,2013-01-04,12763.327
822,1,2013-01-11,2497.5356
823,1,2013-01-18,402.78754
824,1,2013-01-25,3008.758
825,1,2013-02-01,77726.35
826,1,2013-02-08,63271.875
827,1,2013-02-15,952.95197
828,1,2013-02-22,8119.405
829,1,2013-03-01,4853.338
830,1,2013-03-08,14.775877
831,1,2013-03-15,19668.84
832,1,2013-03-22,697.1345
833,1,2013-03-29,14866.992
834,1,2013-04-05,2553.9795
835,1,2013-04-12,41.65557
836,1,2013-04-19,14498.578
837,1,2013-04-26,4424.83
838,1,2013-05-03,2811.7688
839,1,2013-05-10,402.95624
840,1,2013-05-17,1011.98303
841,1,2013-05-24,7610.446
842,1,2013-05-31,4050.3894
843,1,2013-06-07,62050.14
844,1,2013-06-14,12339.101
845,1,2013-06-21,33148.566
846,1,2013-06-28,17261.74
847,1,2013-07-05,29897.367
848,1,2013-07-12,20341.107
849,1,2013-07-19,6995.956
850,1,2013-07-26,3466.109
851,1,2012-11-02,45508.465
852,1,2012-11-09,85289.055
853,1,2012-11-16,69051.94
854,1,2012-11-23,131338.22
855,1,2012-11-30,74304.09
856,1,2012-12-07,69661.125
857,1,2012-12-14,117166.08
858,1,2012-12-21,28749.84
859,1,2012-12-28,33608.58
